Step,Reward/Raw_Episode,Reward/Average_100_Episodes,Training/Success_Rate,Safety/Shield_Activations,Training/Episode_Length,Outcome/Type,Training/Learning_Rate,Loss/Policy_Loss,Loss/Value_Loss,Training/Entropy,Training/Approx_KL
17,-87.33870697021484,-230.6400604248047,0.0,0.0,242.0,3.0,0.000298400002066046,,,,
18,-323.7049865722656,-235.81033325195312,0.0,0.0,999.0,0.0,0.00029830000130459666,-0.001758388476446271,0.4982422888278961,2.8244400024414062,0.0025837942957878113
19,-193.19668579101562,-233.5675048828125,0.0,0.0,600.0,3.0,0.0002982000005431473,,,,
20,-248.4795379638672,-234.3131103515625,0.0,0.0,765.0,3.0,0.000298099999781698,-0.002141551813110709,0.4978002905845642,2.821929454803467,0.0025445830542594194
21,-166.8169708251953,-231.0989990234375,0.0,0.0,488.0,3.0,0.00029799999902024865,,,,
22,-38.59375,-222.34877014160156,0.0,0.0,92.0,3.0,0.0002978999982587993,,,,
23,-143.7373809814453,-218.93087768554688,0.0,0.0,462.0,3.0,0.00029779999749735,,,,
24,-96.63788604736328,-213.8353729248047,0.0,0.0,308.0,3.0,0.00029769999673590064,,,,
25,-50.734100341796875,-207.31130981445312,0.0,0.0,126.0,3.0,0.0002975999959744513,,,,
26,-35.072669982910156,-200.68675231933594,0.0,0.0,73.0,3.0,0.00029749999521300197,,,,
27,-100.19512176513672,-196.96484375,0.0,0.0,269.0,3.0,0.00029739999445155263,,,,
28,-197.6522979736328,-196.98939514160156,0.0,0.0,600.0,3.0,0.0002972999936901033,-0.0002598091959953308,0.49560126662254333,2.819626808166504,0.0045457701198756695
29,-38.65859603881836,-191.52972412109375,0.0,0.0,93.0,3.0,0.00029719999292865396,,,,
30,-132.76119995117188,-189.57077026367188,0.0,0.0,414.0,3.0,0.0002970999921672046,,,,
31,-201.6715545654297,-189.9611053466797,0.0,0.0,649.0,3.0,0.0002969999914057553,,,,
32,-178.2133331298828,-189.59397888183594,0.0,0.0,541.0,3.0,0.00029689999064430594,-0.001343208714388311,0.4808486998081207,2.815624952316284,0.0041990457102656364
33,-218.90835571289062,-190.48228454589844,0.0,0.0,671.0,3.0,0.0002967999898828566,,,,
34,-34.729087829589844,-185.90130615234375,0.0,0.0,89.0,3.0,0.00029669998912140727,,,,
35,-241.63429260253906,-187.49368286132812,0.0,0.0,709.0,3.0,0.00029659998835995793,,,,
36,-113.00018310546875,-185.42440795898438,0.0,0.0,360.0,3.0,0.0002964999875985086,-0.0020358774345368147,0.47831347584724426,2.8125133514404297,0.004268546123057604
37,-84.97798919677734,-182.7096405029297,0.0,0.0,275.0,3.0,0.00029639998683705926,,,,
38,-54.67073440551758,-179.3402099609375,0.0,0.0,180.0,3.0,0.0002962999860756099,,,,
39,-35.31000518798828,-175.64712524414062,0.0,0.0,107.0,3.0,0.00029620001441799104,,,,
40,-37.84052276611328,-172.2019500732422,0.0,0.0,82.0,3.0,0.0002961000136565417,,,,
41,-59.07062911987305,-169.44265747070312,0.0,0.0,179.0,3.0,0.00029600001289509237,,,,
42,-73.46684265136719,-167.1575164794922,0.0,0.0,201.0,3.0,0.00029590001213364303,,,,
43,-68.62235260009766,-164.8660125732422,0.0,0.0,213.0,3.0,0.0002958000113721937,,,,
44,-24.20313262939453,-161.66912841796875,0.0,0.0,37.0,3.0,0.00029570001061074436,,,,
45,-23.25647735595703,-158.59327697753906,0.0,0.0,63.0,3.0,0.000295600009849295,,,,
46,-155.64175415039062,-158.52911376953125,0.0,0.0,486.0,3.0,0.0002955000090878457,,,,
47,-83.23291015625,-156.92706298828125,0.0,0.0,253.0,3.0,0.00029540000832639635,0.0021047599148005247,0.47211670875549316,2.8099918365478516,0.0056482963263988495
48,-36.768733978271484,-154.4237823486328,0.0,0.0,78.0,3.0,0.000295300007564947,,,,
49,-42.85889434814453,-152.14695739746094,0.0,0.0,121.0,3.0,0.00029520000680349767,,,,
50,-23.542211532592773,-149.57485961914062,0.0,0.0,55.0,3.0,0.00029510000604204834,,,,
51,-105.1694564819336,-148.70416259765625,0.0,0.0,333.0,3.0,0.000295000005280599,,,,
52,-41.720184326171875,-146.6467742919922,0.0,0.0,111.0,3.0,0.00029490000451914966,,,,
