Step,Reward/Raw_Episode,Reward/Average_100_Episodes,Training/Success_Rate,Safety/Shield_Activations,Training/Episode_Length,Outcome/Type,Training/Learning_Rate,Loss/Policy_Loss,Loss/Value_Loss,Training/Entropy,Training/Approx_KL
53,-28.525360107421875,-171.95118713378906,0.0,0.0,92.0,3.0,0.0002961000136565417,,,,
54,-21.92641830444336,-169.17295837402344,0.0,0.0,92.0,3.0,0.0002960250130854547,,,,
55,-43.28972625732422,-166.88418579101562,0.0,0.0,112.0,3.0,0.0002959500125143677,,,,
56,-49.55873107910156,-164.78909301757812,0.0,0.0,165.0,3.0,0.0002958750119432807,,,,
57,-23.4644718170166,-162.30972290039062,0.0,0.0,88.0,3.0,0.0002958000113721937,,,,
58,-36.10302734375,-160.13375854492188,0.0,0.0,97.0,3.0,0.0002957250108011067,,,,
59,-53.07867431640625,-158.31927490234375,0.0,0.0,173.0,3.0,0.0002956500102300197,,,,
60,-59.8696403503418,-156.67845153808594,0.0,0.0,175.0,3.0,0.0002955750096589327,,,,
61,-55.828853607177734,-155.02517700195312,0.0,0.0,159.0,3.0,0.0002955000090878457,,,,
62,-28.981582641601562,-152.99221801757812,0.0,0.0,91.0,3.0,0.0002954250085167587,,,,
63,-33.88648223876953,-151.10165405273438,0.0,0.0,122.0,3.0,0.0002953500079456717,,,,
64,-32.0029296875,-149.24069213867188,0.0,0.0,86.0,3.0,0.0002952750073745847,,,,
65,-47.536067962646484,-147.67601013183594,0.0,0.0,146.0,3.0,0.00029520000680349767,-0.003172514494508505,0.48766353726387024,2.8000972270965576,0.005304181482642889
66,-28.440534591674805,-145.86940002441406,0.0,0.0,115.0,3.0,0.00029512500623241067,,,,
67,-38.73011779785156,-144.27032470703125,0.0,0.0,116.0,3.0,0.00029505000566132367,,,,
68,-34.35215759277344,-142.6538848876953,0.0,0.0,97.0,3.0,0.00029497500509023666,,,,
69,-42.17070007324219,-141.19760131835938,0.0,0.0,163.0,3.0,0.00029490000451914966,,,,
70,-24.125633239746094,-139.525146484375,0.0,0.0,77.0,3.0,0.00029482500394806266,,,,
71,-16.192459106445312,-137.78807067871094,0.0,0.0,47.0,3.0,0.00029475000337697566,,,,
72,-38.444828033447266,-136.4082794189453,0.0,0.0,147.0,3.0,0.00029467500280588865,,,,
73,-35.262489318847656,-135.02273559570312,0.0,0.0,97.0,3.0,0.00029460000223480165,,,,
74,-33.599605560302734,-133.6521453857422,0.0,0.0,120.0,3.0,0.00029452500166371465,,,,
75,-18.551725387573242,-132.1174774169922,0.0,0.0,49.0,3.0,0.00029445000109262764,,,,
76,-20.96331787109375,-130.6549072265625,0.0,0.0,67.0,3.0,0.00029437500052154064,,,,
77,-13.029288291931152,-129.12730407714844,0.0,0.0,51.0,3.0,0.00029429999995045364,,,,
78,-46.4321174621582,-128.06710815429688,0.0,0.0,166.0,3.0,0.00029422499937936664,,,,
79,-65.93280792236328,-127.28059387207031,0.0,0.0,191.0,3.0,0.00029414999880827963,,,,
80,-27.669769287109375,-126.03547668457031,0.0,0.0,83.0,3.0,0.00029407499823719263,,,,
81,-45.81441879272461,-125.04508972167969,0.0,0.0,161.0,3.0,0.00029399999766610563,,,,
82,-14.764471054077148,-123.70021057128906,0.0,0.0,58.0,3.0,0.0002939249970950186,,,,
83,-31.60679817199707,-122.59064483642578,0.0,0.0,133.0,3.0,0.0002938499965239316,-0.005322383251041174,0.4768102169036865,2.7943177223205566,0.007883106358349323
84,-11.351316452026367,-121.26637268066406,0.0,0.0,45.0,3.0,0.0002937749959528446,,,,
85,-9.537924766540527,-119.95191955566406,0.0,0.0,46.0,3.0,0.0002936999953817576,,,,
86,-18.758806228637695,-118.77525329589844,0.0,0.0,36.0,3.0,0.0002936249948106706,,,,
87,-13.343949317932129,-117.56340026855469,0.0,0.0,38.0,3.0,0.0002935499942395836,,,,
88,-23.14379119873047,-116.4904556274414,0.0,0.0,93.0,3.0,0.0002934749936684966,,,,
89,-27.800823211669922,-115.49394226074219,0.0,0.0,90.0,3.0,0.0002933999930974096,,,,
90,-15.16313362121582,-114.37915802001953,0.0,0.0,67.0,3.0,0.0002933249925263226,,,,
91,-22.433618545532227,-113.36876678466797,0.0,0.0,61.0,3.0,0.0002932499919552356,,,,
92,-16.160314559936523,-112.31214904785156,0.0,0.0,68.0,3.0,0.0002931749913841486,,,,
93,-33.867218017578125,-111.46865844726562,0.0,0.0,119.0,3.0,0.0002930999908130616,,,,
94,-17.147220611572266,-110.46524047851562,0.0,0.0,52.0,3.0,0.0002930249902419746,,,,
95,-16.86033821105957,-109.47992706298828,0.0,0.0,72.0,3.0,0.0002929499896708876,,,,
96,-11.605066299438477,-108.46038818359375,0.0,0.0,38.0,3.0,0.0002928749890998006,,,,
97,-8.831095695495605,-107.43328094482422,0.0,0.0,61.0,3.0,0.0002927999885287136,,,,
98,-26.632080078125,-106.60877990722656,0.0,0.0,76.0,3.0,0.0002927249879576266,,,,
99,-15.452604293823242,-105.68800354003906,0.0,0.0,66.0,3.0,0.0002926499873865396,,,,
100,-13.870635032653809,-104.76983642578125,0.0,0.0,43.0,3.0,0.0002925749868154526,,,,
101,-12.763253211975098,-102.96060180664062,0.0,0.0,38.0,3.0,0.0002924999862443656,,,,
102,-15.654365539550781,-101.36669921875,0.0,0.0,47.0,3.0,0.00029242498567327857,,,,
103,-5.269906520843506,-98.87388610839844,0.0,0.0,32.0,3.0,0.000292350014206022,,,,
104,-24.810060501098633,-96.99591064453125,0.0,0.0,61.0,3.0,0.000292275013634935,,,,
105,-13.347034454345703,-93.9206314086914,0.0,0.0,45.0,3.0,0.000292200013063848,,,,
106,-19.63234519958496,-91.69619750976562,0.0,0.0,69.0,3.0,0.000292125012492761,,,,
107,-12.342940330505371,-88.53898620605469,0.0,0.0,44.0,3.0,0.000292050011921674,,,,
108,-17.89706802368164,-85.47576141357422,0.0,0.0,39.0,3.0,0.000291975011350587,,,,
109,-26.3837890625,-82.67980194091797,0.0,0.0,85.0,3.0,0.0002919000107795,,,,
110,-13.53989315032959,-79.50105285644531,0.0,0.0,40.0,3.0,0.000291825010208413,,,,
111,-23.593280792236328,-76.36640930175781,0.0,0.0,79.0,3.0,0.000291750009637326,,,,
112,-14.036311149597168,-73.39297485351562,0.0,0.0,37.0,3.0,0.000291675009066239,,,,
113,-19.258983612060547,-70.36834716796875,0.0,0.0,62.0,3.0,0.000291600008495152,,,,
114,-13.509954452514648,-67.13294219970703,0.0,0.0,24.0,3.0,0.000291525007924065,,,,
115,-13.031365394592285,-66.00560760498047,0.0,0.0,39.0,3.0,0.000291450007352978,,,,
116,-17.376150131225586,-63.8750114440918,0.0,0.0,66.0,3.0,0.000291375006781891,,,,
117,-10.83195686340332,-62.099143981933594,0.0,0.0,54.0,3.0,0.000291300006210804,,,,
118,-6.363291263580322,-58.96688461303711,0.0,0.0,85.0,3.0,0.000291225005639717,-0.001414644531905651,0.5034735798835754,2.7854976654052734,0.006935293320566416
119,-12.746265411376953,-55.931861877441406,0.0,0.0,48.0,3.0,0.00029115000506863,,,,
120,-13.337963104248047,-53.06794738769531,0.0,0.0,59.0,3.0,0.000291075004497543,,,,
121,-16.073732376098633,-50.20511245727539,0.0,0.0,59.0,3.0,0.000291000003926456,,,,
122,-21.641063690185547,-47.32582092285156,0.0,0.0,75.0,3.0,0.00029092500335536897,,,,
123,-8.573827743530273,-45.415382385253906,0.0,0.0,42.0,3.0,0.00029085000278428197,,,,
124,-41.59050369262695,-44.071048736572266,0.0,0.0,134.0,3.0,0.00029077500221319497,,,,
125,-9.764211654663086,-42.45579147338867,0.0,0.0,60.0,3.0,0.00029070000164210796,,,,
126,-9.56629467010498,-40.113502502441406,0.0,0.0,31.0,3.0,0.00029062500107102096,,,,
127,-11.863672256469727,-38.86933135986328,0.0,0.0,44.0,3.0,0.00029055000049993396,,,,
128,-10.755731582641602,-36.09308624267578,0.0,0.0,36.0,3.0,0.00029047499992884696,,,,
129,-24.334835052490234,-35.35078048706055,0.0,0.0,103.0,3.0,0.00029039999935775995,,,,
130,-22.020793914794922,-33.53307342529297,0.0,0.0,95.0,3.0,0.00029032499878667295,,,,
131,-14.10989761352539,-31.37389373779297,0.0,0.0,54.0,3.0,0.00029024999821558595,,,,
132,-18.736278533935547,-30.713634490966797,0.0,0.0,59.0,3.0,0.00029017499764449894,,,,
133,-21.248199462890625,-29.4049072265625,0.0,0.0,86.0,3.0,0.00029009999707341194,,,,
134,16.445953369140625,-28.319805145263672,0.0,0.0,134.0,3.0,0.00029002499650232494,,,,
135,-27.51890754699707,-28.01486587524414,0.0,0.0,197.0,3.0,0.00028994999593123794,,,,
136,-20.537757873535156,-27.1484375,0.0,0.0,97.0,3.0,0.00028987499536015093,,,,
137,-19.42131805419922,-26.504281997680664,0.0,0.0,73.0,3.0,0.00028979999478906393,,,,
138,-6.996025085449219,-26.18392562866211,0.0,0.0,142.0,3.0,0.00028972499421797693,,,,
139,-17.4285888671875,-25.981908798217773,0.0,0.0,83.0,3.0,0.0002896499936468899,,,,
140,-11.004535675048828,-25.886823654174805,0.0,0.0,35.0,3.0,0.0002895749930758029,,,,
141,-16.909324645996094,-25.601362228393555,0.0,0.0,42.0,3.0,0.0002894999925047159,,,,
142,-20.859268188476562,-25.525278091430664,0.0,0.0,59.0,3.0,0.0002894249919336289,,,,
143,-17.456195831298828,-24.767545700073242,0.0,0.0,125.0,3.0,0.0002893499913625419,-0.0063094873912632465,0.5012102723121643,2.775716543197632,0.011692085303366184
144,15.128908157348633,-24.174779891967773,0.0,0.0,215.0,3.0,0.0002892749907914549,,,,
145,14.048315048217773,-23.261150360107422,0.0,0.0,227.0,3.0,0.0002891999902203679,,,,
146,-19.1517333984375,-22.90701675415039,0.0,0.0,170.0,3.0,0.0002891249896492809,,,,
147,-13.575191497802734,-22.533740997314453,0.0,0.0,160.0,3.0,0.0002890499890781939,,,,
148,-0.43166637420654297,-22.086732864379883,0.0,0.0,71.0,3.0,0.0002889749885071069,,,,
149,-11.891600608825684,-22.031465530395508,0.0,0.0,64.0,3.0,0.0002888999879360199,,,,
150,2.645092010498047,-21.775785446166992,0.0,0.0,73.0,3.0,0.0002888249873649329,,,,
151,-18.209739685058594,-21.606706619262695,0.0,0.0,60.0,3.0,0.0002887499867938459,,,,
152,-19.322010040283203,-21.205461502075195,0.0,0.0,95.0,3.0,0.0002886749862227589,,,,
153,-10.625149726867676,-21.026460647583008,0.0,0.0,111.0,3.0,0.0002885999856516719,,,,
154,-9.72693157196045,-20.904464721679688,0.0,0.0,49.0,3.0,0.00028852501418441534,,,,
155,-10.592052459716797,-20.577486038208008,0.0,0.0,30.0,3.0,0.00028845001361332834,,,,
156,-9.569729804992676,-20.177597045898438,0.0,0.0,177.0,3.0,0.00028837501304224133,,,,
157,-9.845129013061523,-20.04140281677246,0.0,0.0,55.0,3.0,0.00028830001247115433,,,,
158,-11.458608627319336,-19.794958114624023,0.0,0.0,37.0,3.0,0.00028822501190006733,,,,
159,-32.23612976074219,-19.586532592773438,0.0,0.0,102.0,3.0,0.0002881500113289803,,,,
160,-11.591829299926758,-19.1037540435791,0.0,0.0,45.0,3.0,0.0002880750107578933,,,,
161,-11.268149375915527,-18.65814781188965,0.0,0.0,54.0,3.0,0.0002880000101868063,,,,
162,-0.38107967376708984,-18.372142791748047,0.0,0.0,60.0,3.0,0.0002879250096157193,,,,
163,-20.046281814575195,-18.233739852905273,0.0,0.0,81.0,3.0,0.0002878500090446323,-0.0023707980290055275,0.49699369072914124,2.7677712440490723,0.00453994469717145
164,-6.84214973449707,-17.982131958007812,0.0,0.0,32.0,3.0,0.0002877750084735453,,,,
165,-0.20395565032958984,-17.508811950683594,0.0,0.0,148.0,3.0,0.0002877000079024583,,,,
166,4.326123237609863,-17.18114471435547,0.0,0.0,95.0,3.0,0.0002876250073313713,,,,
167,-5.151373863220215,-16.84535789489746,0.0,0.0,56.0,3.0,0.0002875500067602843,,,,
168,-10.585939407348633,-16.607694625854492,0.0,0.0,73.0,3.0,0.0002874750061891973,,,,
169,-18.932655334472656,-16.375314712524414,0.0,0.0,133.0,3.0,0.0002874000056181103,,,,
170,-10.777098655700684,-16.24182891845703,0.0,0.0,44.0,3.0,0.0002873250050470233,,,,
171,-9.144317626953125,-16.171348571777344,0.0,0.0,46.0,3.0,0.0002872500044759363,,,,
172,2.4754295349121094,-15.762145042419434,0.0,0.0,62.0,3.0,0.0002871750039048493,,,,
173,-21.054359436035156,-15.620063781738281,0.0,0.0,96.0,3.0,0.0002871000033337623,,,,
174,-11.331415176391602,-15.397381782531738,0.0,0.0,43.0,3.0,0.0002870250027626753,,,,
175,-2.157650947570801,-15.233440399169922,0.0,0.0,164.0,3.0,0.0002869500021915883,,,,
176,-13.848758697509766,-15.1622953414917,0.0,0.0,44.0,3.0,0.0002868750016205013,,,,
177,7.468944549560547,-14.957311630249023,0.0,0.0,56.0,3.0,0.0002868000010494143,,,,
178,-12.960619926452637,-14.622596740722656,0.0,0.0,71.0,3.0,0.0002867250004783273,,,,
179,-18.99443244934082,-14.153212547302246,0.0,0.0,77.0,3.0,0.00028664999990724027,,,,
180,12.122201919555664,-13.755293846130371,0.0,0.0,108.0,3.0,0.00028657499933615327,,,,
181,-14.087456703186035,-13.438023567199707,0.0,0.0,68.0,3.0,0.00028649999876506627,,,,
182,-15.223847389221191,-13.442618370056152,0.0,0.0,43.0,3.0,0.00028642499819397926,,,,
183,-9.263065338134766,-13.219182014465332,0.0,0.0,98.0,3.0,0.00028634999762289226,,,,
184,-10.288105010986328,-13.208548545837402,0.0,0.0,57.0,3.0,0.00028627499705180526,,,,
185,-23.081825256347656,-13.343988418579102,0.0,0.0,49.0,3.0,0.00028619999648071826,,,,
186,-4.279670715332031,-13.199196815490723,0.0,0.0,37.0,3.0,0.00028612499590963125,,,,
187,12.176676750183105,-12.943991661071777,0.0,0.0,74.0,3.0,0.00028604999533854425,,,,
188,-15.241207122802734,-12.864965438842773,0.0,0.0,65.0,3.0,0.00028597499476745725,,,,
189,4.019386291503906,-12.546764373779297,0.0,0.0,108.0,3.0,0.00028589999419637024,,,,
190,-9.484395980834961,-12.489975929260254,0.0,0.0,55.0,3.0,0.00028582499362528324,-0.005664294119924307,0.48918649554252625,2.759643793106079,0.008317983709275723
191,-13.660238265991211,-12.402242660522461,0.0,0.0,122.0,3.0,0.00028574999305419624,,,,
192,-11.580241203308105,-12.356441497802734,0.0,0.0,67.0,3.0,0.00028567499248310924,,,,
193,-14.327632904052734,-12.161046028137207,0.0,0.0,50.0,3.0,0.00028559999191202223,,,,
194,-11.004201889038086,-12.099614143371582,0.0,0.0,64.0,3.0,0.00028552499134093523,,,,
195,-0.5027866363525391,-11.936039924621582,0.0,0.0,57.0,3.0,0.00028544999076984823,,,,
196,-10.629510879516602,-11.926283836364746,0.0,0.0,80.0,3.0,0.0002853749901987612,,,,
197,-8.40119457244873,-11.921985626220703,0.0,0.0,35.0,3.0,0.0002852999896276742,,,,
198,-8.70284652709961,-11.742693901062012,0.0,0.0,45.0,3.0,0.0002852249890565872,,,,
199,-5.2945709228515625,-11.641114234924316,0.0,0.0,105.0,3.0,0.0002851499884855002,,,,
200,-19.29709243774414,-11.695378303527832,0.0,0.0,131.0,3.0,0.0002850749879144132,,,,
201,7.726251602172852,-11.490483283996582,0.0,0.0,91.0,3.0,0.0002849999873433262,,,,
202,-1.875594139099121,-11.35269546508789,0.0,0.0,74.0,3.0,0.0002849249867722392,,,,
203,-10.489426612854004,-11.404891014099121,0.0,0.0,28.0,3.0,0.0002848499862011522,,,,
204,73.92070770263672,-10.417581558227539,0.0,0.0,142.0,3.0,0.0002847749856300652,,,,
205,-15.053982734680176,-10.434650421142578,0.0,0.0,60.0,3.0,0.00028470001416280866,,,,
206,-9.480344772338867,-10.3331298828125,0.0,0.0,51.0,3.0,0.00028462501359172165,,,,
207,-8.193913459777832,-10.291642189025879,0.0,0.0,111.0,3.0,0.00028455001302063465,,,,
208,19.105121612548828,-9.921619415283203,0.0,0.0,80.0,3.0,0.00028447501244954765,,,,
209,-24.243120193481445,-9.900211334228516,0.0,0.0,128.0,3.0,0.00028440001187846065,,,,
210,26.269458770751953,-9.502118110656738,0.0,0.0,125.0,3.0,0.00028432501130737364,,,,
211,-13.774761199951172,-9.40393352508545,0.0,0.0,68.0,3.0,0.00028425001073628664,,,,
212,-13.297813415527344,-9.3965482711792,0.0,0.0,73.0,3.0,0.00028417501016519964,,,,
213,-6.34791374206543,-9.267437934875488,0.0,0.0,63.0,3.0,0.00028410000959411263,,,,
214,-20.41342544555664,-9.336472511291504,0.0,0.0,75.0,3.0,0.00028402500902302563,,,,
215,-1.5469532012939453,-9.221628189086914,0.0,0.0,52.0,3.0,0.00028395000845193863,-0.0009946825448423624,0.48379820585250854,2.7513978481292725,0.00489067705348134
216,3.8192033767700195,-9.009675025939941,0.0,0.0,52.0,3.0,0.0002838750078808516,,,,
217,-0.4196891784667969,-8.90555191040039,0.0,0.0,81.0,3.0,0.0002838000073097646,,,,
218,-20.30129623413086,-9.04493236541748,0.0,0.0,54.0,3.0,0.0002837250067386776,,,,
219,-4.955827236175537,-8.96702766418457,0.0,0.0,48.0,3.0,0.0002836500061675906,,,,
220,-9.261734008789062,-8.926265716552734,0.0,0.0,40.0,3.0,0.0002835750055965036,,,,
221,-1.449380874633789,-8.780022621154785,0.0,0.0,64.0,3.0,0.0002835000050254166,,,,
222,4.713397026062012,-8.516478538513184,0.0,0.0,59.0,3.0,0.0002834250044543296,,,,
223,-6.636909484863281,-8.497109413146973,0.0,0.0,47.0,3.0,0.0002833500038832426,,,,
224,-7.1747727394104,-8.152952194213867,0.0,0.0,66.0,3.0,0.0002832750033121556,,,,
225,-0.8881940841674805,-8.064190864562988,0.0,0.0,52.0,3.0,0.0002832000027410686,,,,
226,-11.726134300231934,-8.08578872680664,0.0,0.0,66.0,3.0,0.0002831250021699816,,,,
227,-16.808883666992188,-8.135242462158203,0.0,0.0,58.0,3.0,0.0002830500015988946,,,,
228,14.819723129272461,-7.879488468170166,0.0,0.0,59.0,3.0,0.0002829750010278076,,,,
229,-11.76713752746582,-7.753810882568359,0.0,0.0,75.0,3.0,0.0002829000004567206,,,,
230,-9.131092071533203,-7.624914646148682,0.0,0.0,87.0,3.0,0.0002828249998856336,,,,
231,-10.03011417388916,-7.584115982055664,0.0,0.0,37.0,3.0,0.0002827499993145466,,,,
232,5.789936065673828,-7.33885383605957,0.0,0.0,62.0,3.0,0.0002826749987434596,,,,
233,-9.917218208312988,-7.225543975830078,0.0,0.0,35.0,3.0,0.0002825999981723726,,,,
234,-5.371536731719971,-7.443718433380127,0.0,0.0,63.0,3.0,0.0002825249976012856,,,,
235,-10.911812782287598,-7.277647495269775,0.0,0.0,41.0,3.0,0.0002824499970301986,,,,
236,-6.941666126251221,-7.14168643951416,0.0,0.0,121.0,3.0,0.00028237499645911157,,,,
237,-9.30009651184082,-7.0404744148254395,0.0,0.0,41.0,3.0,0.00028229999588802457,,,,
238,-21.28742027282715,-7.1833882331848145,0.0,0.0,66.0,3.0,0.00028222499531693757,,,,
239,15.683717727661133,-6.85226583480835,0.0,0.0,119.0,3.0,0.00028214999474585056,,,,
240,-7.536304473876953,-6.8175835609436035,0.0,0.0,43.0,3.0,0.00028207499417476356,,,,
241,-6.744733810424805,-6.715937614440918,0.0,0.0,94.0,3.0,0.00028199999360367656,,,,
242,-0.09877300262451172,-6.508331775665283,0.0,0.0,47.0,3.0,0.00028192499303258955,,,,
243,38.31908416748047,-5.9505791664123535,0.0,0.0,122.0,3.0,0.00028184999246150255,,,,
244,-9.826549530029297,-6.200133800506592,0.0,0.0,30.0,3.0,0.00028177499189041555,,,,
245,-20.184955596923828,-6.542465686798096,0.0,0.0,68.0,3.0,0.00028169999131932855,,,,
246,-7.702967643737793,-6.427978038787842,0.0,0.0,63.0,3.0,0.00028162499074824154,-0.005502099636942148,0.5131229758262634,2.7439136505126953,0.00593391340225935
247,-3.9924888610839844,-6.332150936126709,0.0,0.0,43.0,3.0,0.00028154999017715454,,,,
248,-10.224905967712402,-6.430083751678467,0.0,0.0,39.0,3.0,0.00028147498960606754,,,,
249,-2.6070775985717773,-6.337238311767578,0.0,0.0,114.0,3.0,0.00028139998903498054,,,,
250,-4.236810684204102,-6.406058311462402,0.0,0.0,72.0,3.0,0.00028132498846389353,,,,
251,-6.6445488929748535,-6.2904052734375,0.0,0.0,101.0,3.0,0.00028124998789280653,,,,
252,-13.234711647033691,-6.2295331954956055,0.0,0.0,33.0,3.0,0.00028117498732171953,,,,
253,-3.7584776878356934,-6.160866737365723,0.0,0.0,128.0,3.0,0.0002810999867506325,,,,
254,-2.342036247253418,-6.087018013000488,0.0,0.0,108.0,3.0,0.0002810249861795455,,,,
255,-9.886279106140137,-6.079960346221924,0.0,0.0,65.0,3.0,0.0002809499856084585,,,,
256,-0.8880720138549805,-5.993143081665039,0.0,0.0,137.0,3.0,0.000280875014141202,,,,
257,-8.860896110534668,-5.983300685882568,0.0,0.0,52.0,3.0,0.00028080001357011497,,,,
258,21.293243408203125,-5.655782699584961,0.0,0.0,93.0,3.0,0.00028072501299902797,,,,
